X1,Y1,X2,Y2,,,,,,
-1.74E-03,-2.16E-01,-1.74E-03,-2.16E-01,,,,,,
-1.73E-03,-2.16E-01,-1.73E-03,-2.16E-01,,,,,,
-1.73E-03,-2.16E-01,-1.73E-03,-2.08E-01,,,,,,
-1.73E-03,-2.16E-01,-1.73E-03,-2.16E-01,,,,,,
-1.73E-03,-2.16E-01,-1.73E-03,-2.24E-01,,,,,,
-1.73E-03,-2.24E-01,-1.73E-03,-2.08E-01,,,,,,
-1.72E-03,-2.24E-01,-1.72E-03,-2.16E-01,,,,,,
-1.72E-03,-2.24E-01,-1.72E-03,-2.16E-01,,,,,,
-1.72E-03,-2.32E-01,-1.72E-03,-2.16E-01,,,,,,
-1.72E-03,-2.32E-01,-1.72E-03,-2.16E-01,,,,,,
-1.72E-03,-2.24E-01,-1.72E-03,-2.16E-01,,,,,,
-1.71E-03,-2.32E-01,-1.71E-03,-2.16E-01,,,,,,
-1.71E-03,-2.32E-01,-1.71E-03,-2.16E-01,,,,,,
-1.71E-03,-2.32E-01,-1.71E-03,-2.24E-01,,,,,,
-1.71E-03,-2.32E-01,-1.71E-03,-2.24E-01,,,,,,
-1.71E-03,-2.32E-01,-1.71E-03,-2.32E-01,,,,,,
-1.70E-03,-2.40E-01,-1.70E-03,-2.32E-01,,,,,,
-1.70E-03,-2.48E-01,-1.70E-03,-2.32E-01,,,,,,
-1.70E-03,-2.48E-01,-1.70E-03,-2.32E-01,,,,,,
-1.70E-03,-2.48E-01,-1.70E-03,-2.32E-01,,,,,,
-1.70E-03,-2.48E-01,-1.70E-03,-2.40E-01,,,,,,
-1.69E-03,-2.48E-01,-1.69E-03,-2.48E-01,,,,,,
-1.69E-03,-2.48E-01,-1.69E-03,-2.40E-01,,,,,,
-1.69E-03,-2.56E-01,-1.69E-03,-2.48E-01,,,,,,
-1.69E-03,-2.56E-01,-1.69E-03,-2.48E-01,,,,,,
-1.69E-03,-2.48E-01,-1.69E-03,-2.48E-01,,,,,,
-1.68E-03,-2.64E-01,-1.68E-03,-2.48E-01,,,,,,
-1.68E-03,-2.64E-01,-1.68E-03,-2.56E-01,,,,,,
-1.68E-03,-2.64E-01,-1.68E-03,-2.40E-01,,,,,,
-1.68E-03,-2.64E-01,-1.68E-03,-2.48E-01,,,,,,
-1.68E-03,-2.72E-01,-1.68E-03,-2.56E-01,,,,,,
-1.67E-03,-2.72E-01,-1.67E-03,-2.56E-01,,,,,,
-1.67E-03,-2.64E-01,-1.67E-03,-2.64E-01,,,,,,
-1.67E-03,-2.72E-01,-1.67E-03,-2.64E-01,,,,,,
-1.67E-03,-2.72E-01,-1.67E-03,-2.64E-01,,,,,,
-1.67E-03,-2.72E-01,-1.67E-03,-2.64E-01,,,,,,
-1.66E-03,-2.64E-01,-1.66E-03,-2.64E-01,,,,,,
-1.66E-03,-2.72E-01,-1.66E-03,-2.64E-01,,,,,,
-1.66E-03,-2.72E-01,-1.66E-03,-2.72E-01,,,,,,
-1.66E-03,-2.72E-01,-1.66E-03,-2.72E-01,,,,,,
-1.66E-03,-2.64E-01,-1.66E-03,-2.64E-01,,,,,,
-1.65E-03,-2.72E-01,-1.65E-03,-2.72E-01,,,,,,
-1.65E-03,-2.80E-01,-1.65E-03,-2.72E-01,,,,,,
-1.65E-03,-2.88E-01,-1.65E-03,-2.64E-01,,,,,,
-1.65E-03,-2.80E-01,-1.65E-03,-2.64E-01,,,,,,
-1.65E-03,-2.80E-01,-1.65E-03,-2.72E-01,,,,,,
-1.64E-03,-2.80E-01,-1.64E-03,-2.72E-01,,,,,,
-1.64E-03,-2.80E-01,-1.64E-03,-2.64E-01,,,,,,
-1.64E-03,-2.80E-01,-1.64E-03,-2.80E-01,,,,,,
-1.64E-03,-2.80E-01,-1.64E-03,-2.80E-01,,,,,,
-1.64E-03,-2.80E-01,-1.64E-03,-2.80E-01,,,,,,
-1.63E-03,-2.96E-01,-1.63E-03,-2.88E-01,,,,,,
-1.63E-03,-2.88E-01,-1.63E-03,-2.88E-01,,,,,,
-1.63E-03,-2.88E-01,-1.63E-03,-2.88E-01,,,,,,
-1.63E-03,-2.96E-01,-1.63E-03,-2.88E-01,,,,,,
-1.63E-03,-2.96E-01,-1.63E-03,-2.88E-01,,,,,,
-1.62E-03,-2.96E-01,-1.62E-03,-2.80E-01,,,,,,
-1.62E-03,-2.96E-01,-1.62E-03,-2.88E-01,,,,,,
-1.62E-03,-2.88E-01,-1.62E-03,-2.88E-01,,,,,,
-1.62E-03,-2.88E-01,-1.62E-03,-2.80E-01,,,,,,
-1.62E-03,-2.88E-01,-1.62E-03,-2.88E-01,,,,,,
-1.61E-03,-2.88E-01,-1.61E-03,-2.88E-01,,,,,,
-1.61E-03,-2.88E-01,-1.61E-03,-2.88E-01,,,,,,
-1.61E-03,-2.88E-01,-1.61E-03,-2.88E-01,,,,,,
-1.61E-03,-2.80E-01,-1.61E-03,-2.88E-01,,,,,,
-1.61E-03,-2.88E-01,-1.61E-03,-2.88E-01,,,,,,
-1.60E-03,-2.88E-01,-1.60E-03,-2.88E-01,,,,,,
-1.60E-03,-2.88E-01,-1.60E-03,-2.88E-01,,,,,,
-1.60E-03,-2.96E-01,-1.60E-03,-2.88E-01,,,,,,
-1.60E-03,-2.88E-01,-1.60E-03,-2.96E-01,,,,,,
-1.60E-03,-2.88E-01,-1.60E-03,-2.96E-01,,,,,,
-1.59E-03,-2.88E-01,-1.59E-03,-2.88E-01,,,,,,
-1.59E-03,-2.88E-01,-1.59E-03,-2.88E-01,,,,,,
-1.59E-03,-2.96E-01,-1.59E-03,-2.88E-01,,,,,,
-1.59E-03,-2.96E-01,-1.59E-03,-2.88E-01,,,,,,
-1.59E-03,-2.96E-01,-1.59E-03,-2.88E-01,,,,,,
-1.58E-03,-2.96E-01,-1.58E-03,-2.80E-01,,,,,,
-1.58E-03,-2.96E-01,-1.58E-03,-2.80E-01,,,,,,
-1.58E-03,-2.96E-01,-1.58E-03,-2.80E-01,,,,,,
-1.58E-03,-2.88E-01,-1.58E-03,-2.80E-01,,,,,,
-1.58E-03,-2.96E-01,-1.58E-03,-2.80E-01,,,,,,
-1.57E-03,-2.96E-01,-1.57E-03,-2.88E-01,,,,,,
-1.57E-03,-2.88E-01,-1.57E-03,-2.80E-01,,,,,,
-1.57E-03,-2.88E-01,-1.57E-03,-2.80E-01,,,,,,
-1.57E-03,-2.96E-01,-1.57E-03,-2.80E-01,,,,,,
-1.57E-03,-2.88E-01,-1.57E-03,-2.88E-01,,,,,,
-1.56E-03,-2.88E-01,-1.56E-03,-2.80E-01,,,,,,
-1.56E-03,-2.96E-01,-1.56E-03,-2.80E-01,,,,,,
-1.56E-03,-2.96E-01,-1.56E-03,-2.88E-01,,,,,,
-1.56E-03,-2.96E-01,-1.56E-03,-2.80E-01,,,,,,
-1.56E-03,-2.96E-01,-1.56E-03,-2.80E-01,,,,,,
-1.55E-03,-2.88E-01,-1.55E-03,-2.80E-01,,,,,,
-1.55E-03,-2.96E-01,-1.55E-03,-2.88E-01,,,,,,
-1.55E-03,-2.88E-01,-1.55E-03,-2.80E-01,,,,,,
-1.55E-03,-2.96E-01,-1.55E-03,-2.80E-01,,,,,,
-1.55E-03,-2.88E-01,-1.55E-03,-2.80E-01,,,,,,
-1.54E-03,-2.88E-01,-1.54E-03,-2.80E-01,,,,,,
-1.54E-03,-2.88E-01,-1.54E-03,-2.80E-01,,,,,,
-1.54E-03,-2.88E-01,-1.54E-03,-2.80E-01,,,,,,
-1.54E-03,-2.80E-01,-1.54E-03,-2.72E-01,,,,,,
-1.54E-03,-2.80E-01,-1.54E-03,-2.80E-01,,,,,,
-1.53E-03,-2.80E-01,-1.53E-03,-2.72E-01,,,,,,
-1.53E-03,-2.80E-01,-1.53E-03,-2.72E-01,,,,,,
-1.53E-03,-2.72E-01,-1.53E-03,-2.72E-01,,,,,,
-1.53E-03,-2.80E-01,-1.53E-03,-2.80E-01,,,,,,
-1.53E-03,-2.80E-01,-1.53E-03,-2.80E-01,,,,,,
-1.52E-03,-2.72E-01,-1.52E-03,-2.80E-01,,,,,,
-1.52E-03,-2.72E-01,-1.52E-03,-2.80E-01,,,,,,
-1.52E-03,-2.72E-01,-1.52E-03,-2.80E-01,,,,,,
-1.52E-03,-2.64E-01,-1.52E-03,-2.64E-01,,,,,,
-1.52E-03,-2.64E-01,-1.52E-03,-2.64E-01,,,,,,
-1.51E-03,-2.64E-01,-1.51E-03,-2.64E-01,,,,,,
-1.51E-03,-2.64E-01,-1.51E-03,-2.72E-01,,,,,,
-1.51E-03,-2.64E-01,-1.51E-03,-2.64E-01,,,,,,
-1.51E-03,-2.56E-01,-1.51E-03,-2.72E-01,,,,,,
-1.51E-03,-2.64E-01,-1.51E-03,-2.64E-01,,,,,,
-1.50E-03,-2.64E-01,-1.50E-03,-2.64E-01,,,,,,
-1.50E-03,-2.64E-01,-1.50E-03,-2.72E-01,,,,,,
-1.50E-03,-2.64E-01,-1.50E-03,-2.64E-01,,,,,,
-1.50E-03,-2.56E-01,-1.50E-03,-2.64E-01,,,,,,
-1.50E-03,-2.56E-01,-1.50E-03,-2.64E-01,,,,,,
-1.49E-03,-2.56E-01,-1.49E-03,-2.64E-01,,,,,,
-1.49E-03,-2.56E-01,-1.49E-03,-2.64E-01,,,,,,
-1.49E-03,-2.48E-01,-1.49E-03,-2.64E-01,,,,,,
-1.49E-03,-2.48E-01,-1.49E-03,-2.48E-01,,,,,,
-1.49E-03,-2.56E-01,-1.49E-03,-2.48E-01,,,,,,
-1.48E-03,-2.48E-01,-1.48E-03,-2.48E-01,,,,,,
-1.48E-03,-2.48E-01,-1.48E-03,-2.40E-01,,,,,,
-1.48E-03,-2.48E-01,-1.48E-03,-2.40E-01,,,,,,
-1.48E-03,-2.40E-01,-1.48E-03,-2.40E-01,,,,,,
-1.48E-03,-2.48E-01,-1.48E-03,-2.40E-01,,,,,,
-1.47E-03,-2.40E-01,-1.47E-03,-2.32E-01,,,,,,
-1.47E-03,-2.32E-01,-1.47E-03,-2.32E-01,,,,,,
-1.47E-03,-2.40E-01,-1.47E-03,-2.32E-01,,,,,,
-1.47E-03,-2.32E-01,-1.47E-03,-2.32E-01,,,,,,
-1.47E-03,-2.32E-01,-1.47E-03,-2.32E-01,,,,,,
-1.46E-03,-2.32E-01,-1.46E-03,-2.24E-01,,,,,,
-1.46E-03,-2.32E-01,-1.46E-03,-2.32E-01,,,,,,
-1.46E-03,-2.24E-01,-1.46E-03,-2.32E-01,,,,,,
-1.46E-03,-2.32E-01,-1.46E-03,-2.24E-01,,,,,,
-1.46E-03,-2.32E-01,-1.46E-03,-2.24E-01,,,,,,
-1.45E-03,-2.24E-01,-1.45E-03,-2.32E-01,,,,,,
-1.45E-03,-2.24E-01,-1.45E-03,-2.16E-01,,,,,,
-1.45E-03,-2.16E-01,-1.45E-03,-2.16E-01,,,,,,
-1.45E-03,-2.16E-01,-1.45E-03,-2.16E-01,,,,,,
-1.45E-03,-2.16E-01,-1.45E-03,-2.16E-01,,,,,,
-1.44E-03,-2.16E-01,-1.44E-03,-2.16E-01,,,,,,
-1.44E-03,-2.16E-01,-1.44E-03,-2.16E-01,,,,,,
-1.44E-03,-2.16E-01,-1.44E-03,-2.16E-01,,,,,,
-1.44E-03,-2.16E-01,-1.44E-03,-2.16E-01,,,,,,
-1.44E-03,-2.08E-01,-1.44E-03,-2.08E-01,,,,,,
-1.43E-03,-2.08E-01,-1.43E-03,-2.16E-01,,,,,,
-1.43E-03,-2.08E-01,-1.43E-03,-2.08E-01,,,,,,
-1.43E-03,-2.08E-01,-1.43E-03,-2.00E-01,,,,,,
-1.43E-03,-2.08E-01,-1.43E-03,-2.00E-01,,,,,,
-1.43E-03,-2.08E-01,-1.43E-03,-2.08E-01,,,,,,
-1.42E-03,-2.00E-01,-1.42E-03,-2.08E-01,,,,,,
-1.42E-03,-2.00E-01,-1.42E-03,-2.08E-01,,,,,,
-1.42E-03,-1.84E-01,-1.42E-03,-2.00E-01,,,,,,
-1.42E-03,-1.92E-01,-1.42E-03,-2.00E-01,,,,,,
-1.42E-03,-1.92E-01,-1.42E-03,-1.92E-01,,,,,,
-1.41E-03,-1.84E-01,-1.41E-03,-1.92E-01,,,,,,
-1.41E-03,-1.84E-01,-1.41E-03,-1.92E-01,,,,,,
-1.41E-03,-1.84E-01,-1.41E-03,-1.84E-01,,,,,,
-1.41E-03,-1.92E-01,-1.41E-03,-1.76E-01,,,,,,
-1.41E-03,-1.68E-01,-1.41E-03,-1.84E-01,,,,,,
-1.40E-03,-1.76E-01,-1.40E-03,-1.84E-01,,,,,,
-1.40E-03,-1.76E-01,-1.40E-03,-1.84E-01,,,,,,
-1.40E-03,-1.76E-01,-1.40E-03,-1.76E-01,,,,,,
-1.40E-03,-1.68E-01,-1.40E-03,-1.68E-01,,,,,,
-1.40E-03,-1.68E-01,-1.40E-03,-1.60E-01,,,,,,
-1.39E-03,-1.68E-01,-1.39E-03,-1.60E-01,,,,,,
-1.39E-03,-1.68E-01,-1.39E-03,-1.68E-01,,,,,,
-1.39E-03,-1.52E-01,-1.39E-03,-1.60E-01,,,,,,
-1.39E-03,-1.52E-01,-1.39E-03,-1.52E-01,,,,,,
-1.39E-03,-1.52E-01,-1.39E-03,-1.60E-01,,,,,,
-1.38E-03,-1.44E-01,-1.38E-03,-1.52E-01,,,,,,
-1.38E-03,-1.52E-01,-1.38E-03,-1.44E-01,,,,,,
-1.38E-03,-1.44E-01,-1.38E-03,-1.52E-01,,,,,,
-1.38E-03,-1.52E-01,-1.38E-03,-1.36E-01,,,,,,
-1.38E-03,-1.44E-01,-1.38E-03,-1.44E-01,,,,,,
-1.37E-03,-1.44E-01,-1.37E-03,-1.36E-01,,,,,,
-1.37E-03,-1.36E-01,-1.37E-03,-1.36E-01,,,,,,
-1.37E-03,-1.36E-01,-1.37E-03,-1.36E-01,,,,,,
-1.37E-03,-1.36E-01,-1.37E-03,-1.28E-01,,,,,,
-1.37E-03,-1.36E-01,-1.37E-03,-1.36E-01,,,,,,
-1.36E-03,-1.28E-01,-1.36E-03,-1.28E-01,,,,,,
-1.36E-03,-1.28E-01,-1.36E-03,-1.28E-01,,,,,,
-1.36E-03,-1.28E-01,-1.36E-03,-1.28E-01,,,,,,
-1.36E-03,-1.28E-01,-1.36E-03,-1.28E-01,,,,,,
-1.36E-03,-1.28E-01,-1.36E-03,-1.20E-01,,,,,,
-1.35E-03,-1.20E-01,-1.35E-03,-1.20E-01,,,,,,
-1.35E-03,-1.20E-01,-1.35E-03,-1.20E-01,,,,,,
-1.35E-03,-1.20E-01,-1.35E-03,-1.20E-01,,,,,,
-1.35E-03,-1.12E-01,-1.35E-03,-1.20E-01,,,,,,
-1.35E-03,-1.12E-01,-1.35E-03,-1.12E-01,,,,,,
-1.34E-03,-1.04E-01,-1.34E-03,-1.12E-01,,,,,,
-1.34E-03,-1.04E-01,-1.34E-03,-1.12E-01,,,,,,
-1.34E-03,-1.04E-01,-1.34E-03,-8.80E-02,,,,,,
-1.34E-03,-1.04E-01,-1.34E-03,-8.80E-02,,,,,,
-1.34E-03,-9.60E-02,-1.34E-03,-9.60E-02,,,,,,
-1.33E-03,-9.60E-02,-1.33E-03,-8.80E-02,,,,,,
-1.33E-03,-9.60E-02,-1.33E-03,-8.80E-02,,,,,,
-1.33E-03,-8.80E-02,-1.33E-03,-8.00E-02,,,,,,
-1.33E-03,-8.00E-02,-1.33E-03,-8.00E-02,,,,,,
-1.33E-03,-8.00E-02,-1.33E-03,-7.20E-02,,,,,,
-1.32E-03,-8.00E-02,-1.32E-03,-7.20E-02,,,,,,
-1.32E-03,-7.20E-02,-1.32E-03,-7.20E-02,,,,,,
-1.32E-03,-6.40E-02,-1.32E-03,-5.60E-02,,,,,,
-1.32E-03,-6.40E-02,-1.32E-03,-6.40E-02,,,,,,
-1.32E-03,-6.40E-02,-1.32E-03,-6.40E-02,,,,,,
-1.31E-03,-5.60E-02,-1.31E-03,-4.80E-02,,,,,,
-1.31E-03,-5.60E-02,-1.31E-03,-4.80E-02,,,,,,
-1.31E-03,-6.40E-02,-1.31E-03,-5.60E-02,,,,,,
-1.31E-03,-4.80E-02,-1.31E-03,-5.60E-02,,,,,,
-1.31E-03,-4.80E-02,-1.31E-03,-4.80E-02,,,,,,
-1.30E-03,-4.80E-02,-1.30E-03,-5.60E-02,,,,,,
-1.30E-03,-4.00E-02,-1.30E-03,-4.80E-02,,,,,,
-1.30E-03,-4.00E-02,-1.30E-03,-3.20E-02,,,,,,
-1.30E-03,-3.20E-02,-1.30E-03,-3.20E-02,,,,,,
-1.30E-03,-3.20E-02,-1.30E-03,-3.20E-02,,,,,,
-1.29E-03,-3.20E-02,-1.29E-03,-2.40E-02,,,,,,
-1.29E-03,-2.40E-02,-1.29E-03,-1.60E-02,,,,,,
-1.29E-03,-2.40E-02,-1.29E-03,-3.20E-02,,,,,,
-1.29E-03,-2.40E-02,-1.29E-03,-3.20E-02,,,,,,
-1.29E-03,-1.60E-02,-1.29E-03,-3.20E-02,,,,,,
-1.28E-03,-1.60E-02,-1.28E-03,-1.60E-02,,,,,,
-1.28E-03,-1.60E-02,-1.28E-03,-1.60E-02,,,,,,
-1.28E-03,-8.00E-03,-1.28E-03,-1.60E-02,,,,,,
-1.28E-03,0,-1.28E-03,-8.00E-03,,,,,,
-1.28E-03,8.00E-03,-1.28E-03,0,,,,,,
-1.27E-03,0,-1.27E-03,-8.00E-03,,,,,,
-1.27E-03,8.00E-03,-1.27E-03,0,,,,,,
-1.27E-03,8.00E-03,-1.27E-03,8.00E-03,,,,,,
-1.27E-03,8.00E-03,-1.27E-03,8.00E-03,,,,,,
-1.27E-03,8.00E-03,-1.27E-03,8.00E-03,,,,,,
-1.26E-03,1.60E-02,-1.26E-03,2.40E-02,,,,,,
-1.26E-03,1.60E-02,-1.26E-03,1.60E-02,,,,,,
-1.26E-03,2.40E-02,-1.26E-03,3.20E-02,,,,,,
-1.26E-03,2.40E-02,-1.26E-03,3.20E-02,,,,,,
-1.26E-03,2.40E-02,-1.26E-03,3.20E-02,,,,,,
-1.25E-03,2.40E-02,-1.25E-03,3.20E-02,,,,,,
-1.25E-03,3.20E-02,-1.25E-03,3.20E-02,,,,,,
-1.25E-03,3.20E-02,-1.25E-03,3.20E-02,,,,,,
-1.25E-03,3.20E-02,-1.25E-03,4.00E-02,,,,,,
-1.25E-03,4.00E-02,-1.25E-03,3.20E-02,,,,,,
-1.24E-03,4.80E-02,-1.24E-03,4.80E-02,,,,,,
-1.24E-03,4.00E-02,-1.24E-03,4.00E-02,,,,,,
-1.24E-03,4.80E-02,-1.24E-03,4.00E-02,,,,,,
-1.24E-03,4.80E-02,-1.24E-03,5.60E-02,,,,,,
-1.24E-03,4.80E-02,-1.24E-03,4.80E-02,,,,,,
-1.23E-03,4.80E-02,-1.23E-03,4.80E-02,,,,,,
-1.23E-03,5.60E-02,-1.23E-03,4.80E-02,,,,,,
-1.23E-03,5.60E-02,-1.23E-03,6.40E-02,,,,,,
-1.23E-03,7.20E-02,-1.23E-03,4.80E-02,,,,,,
-1.23E-03,6.40E-02,-1.23E-03,6.40E-02,,,,,,
-1.22E-03,7.20E-02,-1.22E-03,5.60E-02,,,,,,
-1.22E-03,8.00E-02,-1.22E-03,6.40E-02,,,,,,
-1.22E-03,8.00E-02,-1.22E-03,7.20E-02,,,,,,
-1.22E-03,8.00E-02,-1.22E-03,7.20E-02,,,,,,
-1.22E-03,8.80E-02,-1.22E-03,8.00E-02,,,,,,
-1.21E-03,8.80E-02,-1.21E-03,8.00E-02,,,,,,
-1.21E-03,9.60E-02,-1.21E-03,8.80E-02,,,,,,
-1.21E-03,9.60E-02,-1.21E-03,9.60E-02,,,,,,
-1.21E-03,9.60E-02,-1.21E-03,8.80E-02,,,,,,
-1.21E-03,1.04E-01,-1.21E-03,9.60E-02,,,,,,
-1.20E-03,1.04E-01,-1.20E-03,1.04E-01,,,,,,
-1.20E-03,1.12E-01,-1.20E-03,1.04E-01,,,,,,
-1.20E-03,1.12E-01,-1.20E-03,1.04E-01,,,,,,
-1.20E-03,1.20E-01,-1.20E-03,1.12E-01,,,,,,
-1.20E-03,1.20E-01,-1.20E-03,1.12E-01,,,,,,
-1.19E-03,1.20E-01,-1.19E-03,1.12E-01,,,,,,
-1.19E-03,1.20E-01,-1.19E-03,1.12E-01,,,,,,
-1.19E-03,1.20E-01,-1.19E-03,1.12E-01,,,,,,
-1.19E-03,1.28E-01,-1.19E-03,1.20E-01,,,,,,
-1.19E-03,1.28E-01,-1.19E-03,1.28E-01,,,,,,
-1.18E-03,1.36E-01,-1.18E-03,1.28E-01,,,,,,
-1.18E-03,1.36E-01,-1.18E-03,1.20E-01,,,,,,
-1.18E-03,1.44E-01,-1.18E-03,1.28E-01,,,,,,
-1.18E-03,1.36E-01,-1.18E-03,1.36E-01,,,,,,
-1.18E-03,1.36E-01,-1.18E-03,1.36E-01,,,,,,
-1.17E-03,1.36E-01,-1.17E-03,1.36E-01,,,,,,
-1.17E-03,1.44E-01,-1.17E-03,1.44E-01,,,,,,
-1.17E-03,1.52E-01,-1.17E-03,1.44E-01,,,,,,
-1.17E-03,1.52E-01,-1.17E-03,1.44E-01,,,,,,
-1.17E-03,1.52E-01,-1.17E-03,1.52E-01,,,,,,
-1.16E-03,1.60E-01,-1.16E-03,1.60E-01,,,,,,
-1.16E-03,1.60E-01,-1.16E-03,1.52E-01,,,,,,
-1.16E-03,1.68E-01,-1.16E-03,1.68E-01,,,,,,
-1.16E-03,1.60E-01,-1.16E-03,1.60E-01,,,,,,
-1.16E-03,1.68E-01,-1.16E-03,1.60E-01,,,,,,
-1.15E-03,1.68E-01,-1.15E-03,1.68E-01,,,,,,
-1.15E-03,1.76E-01,-1.15E-03,1.68E-01,,,,,,
-1.15E-03,1.76E-01,-1.15E-03,1.68E-01,,,,,,
-1.15E-03,1.68E-01,-1.15E-03,1.84E-01,,,,,,
-1.15E-03,1.76E-01,-1.15E-03,1.84E-01,,,,,,
-1.14E-03,1.76E-01,-1.14E-03,1.76E-01,,,,,,
-1.14E-03,1.76E-01,-1.14E-03,1.84E-01,,,,,,
-1.14E-03,1.84E-01,-1.14E-03,1.84E-01,,,,,,
-1.14E-03,1.76E-01,-1.14E-03,1.92E-01,,,,,,
-1.14E-03,1.84E-01,-1.14E-03,1.92E-01,,,,,,
-1.13E-03,1.76E-01,-1.13E-03,1.92E-01,,,,,,
-1.13E-03,1.92E-01,-1.13E-03,2.00E-01,,,,,,
-1.13E-03,1.92E-01,-1.13E-03,1.92E-01,,,,,,
-1.13E-03,1.92E-01,-1.13E-03,1.92E-01,,,,,,
-1.13E-03,2.00E-01,-1.13E-03,1.92E-01,,,,,,
-1.12E-03,2.00E-01,-1.12E-03,1.92E-01,,,,,,
-1.12E-03,2.00E-01,-1.12E-03,1.92E-01,,,,,,
-1.12E-03,2.08E-01,-1.12E-03,1.92E-01,,,,,,
-1.12E-03,2.08E-01,-1.12E-03,2.00E-01,,,,,,
-1.12E-03,2.08E-01,-1.12E-03,2.08E-01,,,,,,
-1.11E-03,2.16E-01,-1.11E-03,2.08E-01,,,,,,
-1.11E-03,2.16E-01,-1.11E-03,2.24E-01,,,,,,
-1.11E-03,2.16E-01,-1.11E-03,2.16E-01,,,,,,
-1.11E-03,2.24E-01,-1.11E-03,2.16E-01,,,,,,
-1.11E-03,2.16E-01,-1.11E-03,2.32E-01,,,,,,
-1.10E-03,2.24E-01,-1.10E-03,2.24E-01,,,,,,
-1.10E-03,2.24E-01,-1.10E-03,2.24E-01,,,,,,
-1.10E-03,2.24E-01,-1.10E-03,2.32E-01,,,,,,
-1.10E-03,2.24E-01,-1.10E-03,2.32E-01,,,,,,
-1.10E-03,2.24E-01,-1.10E-03,2.24E-01,,,,,,
-1.09E-03,2.32E-01,-1.09E-03,2.32E-01,,,,,,
-1.09E-03,2.32E-01,-1.09E-03,2.32E-01,,,,,,
-1.09E-03,2.40E-01,-1.09E-03,2.32E-01,,,,,,
-1.09E-03,2.40E-01,-1.09E-03,2.32E-01,,,,,,
-1.09E-03,2.40E-01,-1.09E-03,2.40E-01,,,,,,
-1.08E-03,2.40E-01,-1.08E-03,2.40E-01,,,,,,
-1.08E-03,2.40E-01,-1.08E-03,2.48E-01,,,,,,
-1.08E-03,2.40E-01,-1.08E-03,2.48E-01,,,,,,
-1.08E-03,2.40E-01,-1.08E-03,2.48E-01,,,,,,
-1.08E-03,2.48E-01,-1.08E-03,2.40E-01,,,,,,
-1.07E-03,2.48E-01,-1.07E-03,2.40E-01,,,,,,
-1.07E-03,2.56E-01,-1.07E-03,2.40E-01,,,,,,
-1.07E-03,2.56E-01,-1.07E-03,2.40E-01,,,,,,
-1.07E-03,2.56E-01,-1.07E-03,2.48E-01,,,,,,
-1.07E-03,2.56E-01,-1.07E-03,2.48E-01,,,,,,
-1.06E-03,2.56E-01,-1.06E-03,2.56E-01,,,,,,
-1.06E-03,2.56E-01,-1.06E-03,2.56E-01,,,,,,
-1.06E-03,2.56E-01,-1.06E-03,2.72E-01,,,,,,
-1.06E-03,2.56E-01,-1.06E-03,2.72E-01,,,,,,
-1.06E-03,2.64E-01,-1.06E-03,2.72E-01,,,,,,
-1.05E-03,2.64E-01,-1.05E-03,2.72E-01,,,,,,
-1.05E-03,2.64E-01,-1.05E-03,2.64E-01,,,,,,
-1.05E-03,2.56E-01,-1.05E-03,2.72E-01,,,,,,
-1.05E-03,2.64E-01,-1.05E-03,2.64E-01,,,,,,
-1.05E-03,2.64E-01,-1.05E-03,2.72E-01,,,,,,
-1.04E-03,2.64E-01,-1.04E-03,2.64E-01,,,,,,
-1.04E-03,2.72E-01,-1.04E-03,2.64E-01,,,,,,
-1.04E-03,2.72E-01,-1.04E-03,2.64E-01,,,,,,
-1.04E-03,2.80E-01,-1.04E-03,2.64E-01,,,,,,
-1.04E-03,2.80E-01,-1.04E-03,2.72E-01,,,,,,
-1.03E-03,2.72E-01,-1.03E-03,2.72E-01,,,,,,
-1.03E-03,2.72E-01,-1.03E-03,2.64E-01,,,,,,
-1.03E-03,2.80E-01,-1.03E-03,2.80E-01,,,,,,
-1.03E-03,2.80E-01,-1.03E-03,2.72E-01,,,,,,
-1.03E-03,2.80E-01,-1.03E-03,2.80E-01,,,,,,
-1.02E-03,2.88E-01,-1.02E-03,2.80E-01,,,,,,
-1.02E-03,2.88E-01,-1.02E-03,2.80E-01,,,,,,
-1.02E-03,2.88E-01,-1.02E-03,2.80E-01,,,,,,
-1.02E-03,2.88E-01,-1.02E-03,2.80E-01,,,,,,
-1.02E-03,2.88E-01,-1.02E-03,2.88E-01,,,,,,
-1.01E-03,2.80E-01,-1.01E-03,2.88E-01,,,,,,
-1.01E-03,2.80E-01,-1.01E-03,2.88E-01,,,,,,
-1.01E-03,2.88E-01,-1.01E-03,2.88E-01,,,,,,
-1.01E-03,2.88E-01,-1.01E-03,2.96E-01,,,,,,
-1.01E-03,2.88E-01,-1.01E-03,2.88E-01,,,,,,
-1.00E-03,2.88E-01,-1.00E-03,2.88E-01,,,,,,
-1.00E-03,2.96E-01,-1.00E-03,2.80E-01,,,,,,
-1.00E-03,2.88E-01,-1.00E-03,2.80E-01,,,,,,
-9.98E-04,2.96E-01,-9.98E-04,2.80E-01,,,,,,
-9.96E-04,2.96E-01,-9.96E-04,2.88E-01,,,,,,
-9.94E-04,2.96E-01,-9.94E-04,2.88E-01,,,,,,
-9.92E-04,2.88E-01,-9.92E-04,2.88E-01,,,,,,
-9.90E-04,2.96E-01,-9.90E-04,2.88E-01,,,,,,
-9.88E-04,2.96E-01,-9.88E-04,2.88E-01,,,,,,
-9.86E-04,2.88E-01,-9.86E-04,2.88E-01,,,,,,
