X1,Y1,X2,Y2,,,,
-3.36E-03,-9.60E-01,-3.36E-03,-2,,,,
-3.36E-03,-9.60E-01,-3.36E-03,-1.92,,,,
-3.35E-03,-9.60E-01,-3.35E-03,-2,,,,
-3.35E-03,-9.60E-01,-3.35E-03,-2,,,,
-3.34E-03,-9.60E-01,-3.34E-03,-1.92,,,,
-3.34E-03,-9.60E-01,-3.34E-03,-1.92,,,,
-3.34E-03,-1,-3.34E-03,-1.92,,,,
-3.33E-03,-9.60E-01,-3.33E-03,-1.8399999,,,,
-3.33E-03,-1,-3.33E-03,-1.8399999,,,,
-3.32E-03,-1,-3.32E-03,-1.8399999,,,,
-3.32E-03,-1,-3.32E-03,-1.8399999,,,,
-3.32E-03,-1,-3.32E-03,-1.76,,,,
-3.31E-03,-1,-3.31E-03,-1.8399999,,,,
-3.31E-03,-1,-3.31E-03,-1.76,,,,
-3.30E-03,-1,-3.30E-03,-1.76,,,,
-3.30E-03,-1.04,-3.30E-03,-1.8399999,,,,
-3.30E-03,-1.04,-3.30E-03,-1.76,,,,
-3.29E-03,-1,-3.29E-03,-1.76,,,,
-3.29E-03,-1.04,-3.29E-03,-1.76,,,,
-3.28E-03,-1.04,-3.28E-03,-1.6799999,,,,
-3.28E-03,-1.04,-3.28E-03,-1.6799999,,,,
-3.28E-03,-1.04,-3.28E-03,-1.76,,,,
