X1,Y1,X2,Y2,,,,
-2.50E-03,1.40E-01,-2.50E-03,2.5599999,,,,
-2.50E-03,1.40E-01,-2.50E-03,2.5599999,,,,
-2.49E-03,1.60E-01,-2.49E-03,2.5599999,,,,
-2.49E-03,1.60E-01,-2.49E-03,2.5599999,,,,
-2.49E-03,2.00E-01,-2.49E-03,2.5599999,,,,
-2.49E-03,1.60E-01,-2.49E-03,2.5599999,,,,
-2.49E-03,1.80E-01,-2.49E-03,2.5599999,,,,
-2.48E-03,2.20E-01,-2.48E-03,2.5599999,,,,
-2.48E-03,1.80E-01,-2.48E-03,2.5599999,,,,
-2.48E-03,2.00E-01,-2.48E-03,2.5599999,,,,
-2.48E-03,2.20E-01,-2.48E-03,2.5599999,,,,
-2.48E-03,2.00E-01,-2.48E-03,2.5599999,,,,
-2.47E-03,2.20E-01,-2.47E-03,2.5599999,,,,
-2.47E-03,2.40E-01,-2.47E-03,2.48,,,,
-2.47E-03,2.40E-01,-2.47E-03,2.5599999,,,,
-2.47E-03,2.20E-01,-2.47E-03,2.48,,,,
-2.47E-03,2.40E-01,-2.47E-03,2.48,,,,
-2.46E-03,2.40E-01,-2.46E-03,2.5599999,,,,
-2.46E-03,2.40E-01,-2.46E-03,2.48,,,,
-2.46E-03,2.60E-01,-2.46E-03,2.48,,,,
-2.46E-03,2.60E-01,-2.46E-03,2.5599999,,,,
-2.46E-03,2.60E-01,-2.46E-03,2.48,,,,
-2.45E-03,2.80E-01,-2.45E-03,2.48,,,,
-2.45E-03,2.60E-01,-2.45E-03,2.48,,,,
-2.45E-03,2.80E-01,-2.45E-03,2.48,,,,
-2.45E-03,2.80E-01,-2.45E-03,2.48,,,,
-2.45E-03,2.80E-01,-2.45E-03,2.48,,,,
-2.44E-03,3.00E-01,-2.44E-03,2.3999999,,,,
-2.44E-03,3.00E-01,-2.44E-03,2.3999999,,,,
-2.44E-03,2.80E-01,-2.44E-03,2.3999999,,,,
-2.44E-03,3.00E-01,-2.44E-03,2.3999999,,,,
-2.44E-03,3.00E-01,-2.44E-03,2.3999999,,,,
-2.43E-03,3.00E-01,-2.43E-03,2.3999999,,,,
-2.43E-03,3.00E-01,-2.43E-03,2.3999999,,,,
-2.43E-03,3.20E-01,-2.43E-03,2.3999999,,,,
-2.43E-03,3.20E-01,-2.43E-03,2.3999999,,,,
-2.43E-03,3.20E-01,-2.43E-03,2.3999999,,,,
-2.42E-03,3.40E-01,-2.42E-03,2.3999999,,,,
-2.42E-03,3.40E-01,-2.42E-03,2.3999999,,,,
-2.42E-03,3.60E-01,-2.42E-03,2.3199999,,,,
-2.42E-03,3.60E-01,-2.42E-03,2.3999999,,,,
-2.42E-03,3.60E-01,-2.42E-03,2.3199999,,,,
-2.41E-03,3.60E-01,-2.41E-03,2.24,,,,
-2.41E-03,3.60E-01,-2.41E-03,2.24,,,,
