Record Length,2500,Points,-5.00000035E-3,-59.999998659E-3,,Record Length,2500,Points,-5.00000035E-3,-2.3999999,
Sample Interval,3.99999999E-6,s,-4.99600032E-3,-79.999998212E-3,,Sample Interval,3.99999999E-6,s,-4.99600032E-3,-2.3999999,
Trigger Point,1.2500002E3,Samples,-4.99200029E-3,-79.999998212E-3,,Trigger Point,1.2500002E3,Samples,-4.99200029E-3,-2.3999999,
,,,-4.98800026E-3,-79.999998212E-3,,,,,-4.98800026E-3,-2.3999999,
,,,-4.98400023E-3,-99.999994040E-3,,,,,-4.98400023E-3,-2.3999999,
,,,-4.98000020E-3,-119.9999973E-3,,,,,-4.98000020E-3,-2.3999999,
Source,CH1,,-4.97600017E-3,-140.0000006E-3,,Source,CH2,,-4.97600017E-3,-2.3999999,
Vertical Units,Volts,,-4.97200014E-3,-159.99999642E-3,,Vertical Units,Volts,,-4.97200014E-3,-2.4800000,
Vertical Scale,499.999988824E-3,,-4.96800058E-3,-140.0000006E-3,,Vertical Scale,2.0000000,,-4.96800058E-3,-2.4800000,
Vertical Offset,0,,-4.96400055E-3,-179.99999225E-3,,Vertical Offset,0,,-4.96400055E-3,-2.3999999,
Horizontal Units,s,,-4.96000051E-3,-179.99999225E-3,,Horizontal Units,s,,-4.96000051E-3,-2.4800000,
Horizontal Scale,1.000000E-3,,-4.95600048E-3,-179.99999225E-3,,Horizontal Scale,1.000000E-3,,-4.95600048E-3,-2.4800000,
Pt Fmt,Y,,-4.95200045E-3,-179.99999225E-3,,Pt Fmt,Y,,-4.95200045E-3,-2.3999999,
Yzero,2.0000000,,-4.94800042E-3,-199.99998808E-3,,Yzero,-2.0000000,,-4.94800042E-3,-2.4800000,
Probe Atten,1.000000,,-4.94400039E-3,-219.99999881E-3,,Probe Atten,1.000000,,-4.94400039E-3,-2.3999999,
,,,-4.94000036E-3,-239.99999464E-3,,,,,-4.94000036E-3,-2.4800000,
Note,TBS 1102B-EDU - 13:30:48   13/03/2024,,-4.93600033E-3,-219.99999881E-3,,Note,TBS 1102B-EDU - 13:30:48   13/03/2024,,-4.93600033E-3,-2.4800000,
,,,-4.93200030E-3,-239.99999464E-3,,,,,-4.93200030E-3,-2.4800000,
,,,-4.92800027E-3,-259.99999046E-3,,,,,-4.92800027E-3,-2.4800000,
,,,-4.92400024E-3,-259.99999046E-3,,,,,-4.92400024E-3,-2.4800000,
,,,-4.92000021E-3,-259.99999046E-3,,,,,-4.92000021E-3,-2.4800000,
,,,-4.91600018E-3,-299.99998212E-3,,,,,-4.91600018E-3,-2.4800000,
,,,-4.91200015E-3,-299.99998212E-3,,,,,-4.91200015E-3,-2.4800000,
,,,-4.90800058E-3,-299.99998212E-3,,,,,-4.90800058E-3,-2.4800000,
,,,-4.90400055E-3,-319.99999285E-3,,,,,-4.90400055E-3,-2.4800000,
,,,-4.90000052E-3,-340.00000358E-3,,,,,-4.90000052E-3,-2.4800000,
,,,-4.89600049E-3,-340.00000358E-3,,,,,-4.89600049E-3,-2.4800000,
,,,-4.89200046E-3,-340.00000358E-3,,,,,-4.89200046E-3,-2.4800000,
,,,-4.88800043E-3,-359.99998450E-3,,,,,-4.88800043E-3,-2.4800000,
,,,-4.88400040E-3,-359.99998450E-3,,,,,-4.88400040E-3,-2.4800000,
,,,-4.88000037E-3,-379.99999523E-3,,,,,-4.88000037E-3,-2.4800000,
,,,-4.87600034E-3,-379.99999523E-3,,,,,-4.87600034E-3,-2.4800000,
,,,-4.87200031E-3,-399.99997616E-3,,,,,-4.87200031E-3,-2.3999999,
,,,-4.86800028E-3,-379.99999523E-3,,,,,-4.86800028E-3,-2.3999999,
,,,-4.86400025E-3,-379.99999523E-3,,,,,-4.86400025E-3,-2.3999999,
,,,-4.86000022E-3,-419.999986887E-3,,,,,-4.86000022E-3,-2.4800000,
,,,-4.85600019E-3,-419.999986887E-3,,,,,-4.85600019E-3,-2.3999999,
,,,-4.85200016E-3,-419.999986887E-3,,,,,-4.85200016E-3,-2.4800000,
,,,-4.84800013E-3,-439.999997616E-3,,,,,-4.84800013E-3,-2.3999999,
