Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;;;
;;;-15100.00438;-719999969;;;;;-15100.00438;-17999999.23;;;;
;;;-15000.00508;-719999969;;;;;-15000.00508;-19999998.81;;;;
;;;-14900.00432;-719999969;;;;;-14900.00432;-17999999.23;;;;
;;;-1480.000501;-719999969;;;;;-1480.000501;-19999998.81;;;;
;;;-1470.000425;-680000007.2;;;;;-1470.000425;-17999999.23;;;;
;;;-1460.000494;-719999969;;;;;-1460.000494;-17999999.23;;;;
;;;-1450.000418;-680000007.2;;;;;-1450.000418;-17999999.23;;;;
;;;-1440.000487;-719999969;;;;;-1440.000487;-19999998.81;;;;
;;;-1430.000411;-680000007.2;;;;;-1430.000411;-19999998.81;;;;
;;;-1420.000481;-680000007.2;;;;;-1420.000481;-17999999.23;;;;
;;;-1410.000405;-639999985.7;;;;;-1410.000405;-19999998.81;;;;
;;;-1400.000474;-680000007.2;;;;;-1400.000474;-19999998.81;;;;
;;;-1390.000398;-680000007.2;;;;;-1390.000398;-17999999.23;;;;
;;;-1380.000467;-639999985.7;;;;;-1380.000467;-19999998.81;;;;
;;;-1370.000537;-639999985.7;;;;;-1370.000537;-17999999.23;;;;
;;;-1360.00046;-599999964.2;;;;;-1360.00046;-19999998.81;;;;
;;;-1350.00053;-639999985.7;;;;;-1350.00053;-19999998.81;;;;
;;;-1340.000454;-639999985.7;;;;;-1340.000454;-17999999.23;;;;
;;;-1330.000523;-639999985.7;;;;;-1330.000523;-19999998.81;;;;
;;;-1320.000447;-599999964.2;;;;;-1320.000447;-19999998.81;;;;
;;;-1310.000516;-639999985.7;;;;;-1310.000516;-19999998.81;;;;
;;;-1300.00044;-599999964.2;;;;;-1300.00044;-19999998.81;;;;
;;;-1290.000509;-599999964.2;;;;;-1290.000509;-19999998.81;;;;
;;;-1280.000433;-599999964.2;;;;;-1280.000433;-19999998.81;;;;
;;;-1270.000503;-599999964.2;;;;;-1270.000503;-19999998.81;;;;
;;;-1260.000427;-599999964.2;;;;;-1260.000427;-19999998.81;;;;
;;;-1250.000496;-599999964.2;;;;;-1250.000496;-19999998.81;;;;
;;;-1240.00042;-560000002.4;;;;;-1240.00042;-19999998.81;;;;
;;;-1230.000489;-560000002.4;;;;;-1230.000489;-19999998.81;;;;
;;;-1220.000486;-560000002.4;;;;;-1220.000486;-19999998.81;;;;
;;;-1210.000482;-560000002.4;;;;;-1210.000482;-19999998.81;;;;
;;;-1200.000479;-560000002.4;;;;;-1200.000479;-19999998.81;;;;
;;;-1190.000476;-560000002.4;;;;;-1190.000476;-19999998.81;;;;
;;;-1180.000472;-560000002.4;;;;;-1180.000472;-19999998.81;;;;
;;;-1170.000469;-560000002.4;;;;;-1170.000469;-19999998.81;;;;
;;;-1160.000465;-560000002.4;;;;;-1160.000465;-21999999.88;;;;
;;;-1150.000462;-519999980.9;;;;;-1150.000462;-21999999.88;;;;
;;;-1140.000459;-560000002.4;;;;;-1140.000459;-21999999.88;;;;
;;;-1130.000455;-519999980.9;;;;;-1130.000455;-19999998.81;;;;
;;;-1120.000452;-519999980.9;;;;;-1120.000452;-19999998.81;;;;
;;;-1110.000449;-519999980.9;;;;;-1110.000449;-19999998.81;;;;
;;;-1100.000445;-519999980.9;;;;;-1100.000445;-21999999.88;;;;
;;;-1090.000442;-519999980.9;;;;;-1090.000442;-19999998.81;;;;
;;;-1080.000438;-519999980.9;;;;;-1080.000438;-19999998.81;;;;
;;;-1070.000435;-519999980.9;;;;;-1070.000435;-19999998.81;;;;
;;;-1060.000504;-479999989.3;;;;;-1060.000504;-21999999.88;;;;
;;;-1050.000501;-519999980.9;;;;;-1050.000501;-19999998.81;;;;
;;;-1040.000498;-479999989.3;;;;;-1040.000498;-19999998.81;;;;
;;;-1030.000494;-479999989.3;;;;;-1030.000494;-21999999.88;;;;
;;;-1020.000491;-479999989.3;;;;;-1020.000491;-19999998.81;;;;
;;;-1010.000487;-479999989.3;;;;;-1010.000487;-19999998.81;;;;
;;;-1000.000484;-479999989.3;;;;;-1000.000484;-19999998.81;;;;
;;;-99000.04807;-479999989.3;;;;;-99000.04807;-21999999.88;;;;
;;;-98000.04773;-439999997.6;;;;;-98000.04773;-21999999.88;;;;
;;;-97000.04739;-439999997.6;;;;;-97000.04739;-19999998.81;;;;
;;;-96000.04705;-39999997.62;;;;;-96000.04705;-19999998.81;;;;
;;;-95000.04671;-39999997.62;;;;;-95000.04671;-21999999.88;;;;
;;;-94000.04637;-39999997.62;;;;;-94000.04637;-19999998.81;;;;
;;;-93000.04604;-39999997.62;;;;;-93000.04604;-21999999.88;;;;
;;;-92000.0457;-39999997.62;;;;;-92000.0457;-21999999.88;;;;
;;;-91000.04536;-39999997.62;;;;;-91000.04536;-21999999.88;;;;
;;;-90000.04502;-39999997.62;;;;;-90000.04502;-19999998.81;;;;
;;;-89000.04468;-39999997.62;;;;;-89000.04468;-19999998.81;;;;
;;;-88000.04434;-39999997.62;;;;;-88000.04434;-21999999.88;;;;
;;;-87000.04401;-39999997.62;;;;;-87000.04401;-21999999.88;;;;
;;;-86000.04367;-39999997.62;;;;;-86000.04367;-21999999.88;;;;
;;;-85000.04333;-39999997.62;;;;;-85000.04333;-21999999.88;;;;
;;;-84000.05027;-35999998.45;;;;;-84000.05027;-21999999.88;;;;
;;;-83000.04993;-31999999.29;;;;;-83000.04993;-21999999.88;;;;
;;;-82000.04959;-35999998.45;;;;;-82000.04959;-21999999.88;;;;
;;;-81000.04925;-35999998.45;;;;;-81000.04925;-21999999.88;;;;
;;;-80000.04891;-35999998.45;;;;;-80000.04891;-21999999.88;;;;
;;;-79000.04857;-31999999.29;;;;;-79000.04857;-21999999.88;;;;
;;;-78000.04823;-31999999.29;;;;;-78000.04823;-21999999.88;;;;
;;;-77000.0479;-31999999.29;;;;;-77000.0479;-21999999.88;;;;
;;;-76000.04756;-28000000.12;;;;;-76000.04756;-23999999.46;;;;
;;;-75000.04722;-31999999.29;;;;;-75000.04722;-21999999.88;;;;
;;;-74000.04688;-28000000.12;;;;;-74000.04688;-23999999.46;;;;
;;;-73000.04654;-31999999.29;;;;;-73000.04654;-21999999.88;;;;
;;;-72000.0462;-28000000.12;;;;;-72000.0462;-23999999.46;;;;
;;;-71000.04586;-28000000.12;;;;;-71000.04586;-23999999.46;;;;
;;;-70000.04553;-28000000.12;;;;;-70000.04553;-21999999.88;;;;
;;;-69000.04519;-28000000.12;;;;;-69000.04519;-21999999.88;;;;
;;;-68000.04485;-28000000.12;;;;;-68000.04485;-21999999.88;;;;
;;;-67000.04451;-23999999.46;;;;;-67000.04451;-19999998.81;;;;
;;;-66000.04417;-23999999.46;;;;;-66000.04417;-19999998.81;;;;
;;;-65000.04383;-23999999.46;;;;;-65000.04383;-19999998.81;;;;
;;;-64000.04349;-23999999.46;;;;;-64000.04349;-19999998.81;;;;
;;;-63000.05043;-23999999.46;;;;;-63000.05043;-23999999.46;;;;
;;;-62000.05009;-19999998.81;;;;;-62000.05009;-21999999.88;;;;
;;;-61000.04612;-23999999.46;;;;;-61000.04612;-21999999.88;;;;
;;;-60000.04578;-19999998.81;;;;;-60000.04578;-21999999.88;;;;
;;;-59000.04544;-19999998.81;;;;;-59000.04544;-19999998.81;;;;
;;;-58000.04874;-19999998.81;;;;;-58000.04874;-21999999.88;;;;
;;;-57000.0484;-19999998.81;;;;;-57000.0484;-21999999.88;;;;
;;;-56000.04806;-19999998.81;;;;;-56000.04806;-21999999.88;;;;
;;;-55000.04772;-19999998.81;;;;;-55000.04772;-21999999.88;;;;
;;;-5400.004738;-15999999.64;;;;;-5400.004738;-19999998.81;;;;
;;;-5300.004705;-15999999.64;;;;;-5300.004705;-19999998.81;;;;
;;;-5200.004671;-15999999.64;;;;;-5200.004671;-19999998.81;;;;
;;;-5100.004637;-15999999.64;;;;;-5100.004637;-21999999.88;;;;
;;;-5000.004603;-15999999.64;;;;;-5000.004603;-21999999.88;;;;
;;;-4900.004569;-1199999.973;;;;;-4900.004569;-21999999.88;;;;
;;;-4800.004535;-15999999.64;;;;;-4800.004535;-21999999.88;;;;
;;;-4700.004865;-1199999.973;;;;;-4700.004865;-19999998.81;;;;
;;;-4600.004831;-1199999.973;;;;;-4600.004831;-21999999.88;;;;
;;;-4500.004798;-1199999.973;;;;;-4500.004798;-19999998.81;;;;
;;;-4400.004764;-1199999.973;;;;;-4400.004764;-19999998.81;;;;
;;;-4300.00473;-1199999.973;;;;;-4300.00473;-21999999.88;;;;
;;;-4200.004696;-79999998.21;;;;;-4200.004696;-19999998.81;;;;
;;;-4100.004662;-1199999.973;;;;;-4100.004662;-19999998.81;;;;
;;;-4000.004628;-1199999.973;;;;;-4000.004628;-21999999.88;;;;
;;;-3900.004594;-79999998.21;;;;;-3900.004594;-21999999.88;;;;
;;;-3800.004561;-79999998.21;;;;;-3800.004561;-19999998.81;;;;
;;;-3700.004527;-79999998.21;;;;;-3700.004527;-21999999.88;;;;
;;;-3600.004857;-79999998.21;;;;;-3600.004857;-21999999.88;;;;
;;;-3500.004823;-79999998.21;;;;;-3500.004823;-19999998.81;;;;
;;;-3400.004789;-3999999.911;;;;;-3400.004789;-19999998.81;;;;
;;;-3300.004755;-3999999.911;;;;;-3300.004755;-21999999.88;;;;
;;;-3200.004721;-79999998.21;;;;;-3200.004721;-19999998.81;;;;
;;;-3100.004687;-3999999.911;;;;;-3100.004687;-21999999.88;;;;
;;;-3000.004654;-3999999.911;;;;;-3000.004654;-19999998.81;;;;
;;;-2900.00462;-3999999.911;;;;;-2900.00462;-19999998.81;;;;
;;;-2800.004768;0;;;;;-2800.004768;-19999998.81;;;;
;;;-2700.004734;0;;;;;-2700.004734;-21999999.88;;;;
;;;-2600.0047;3999999.911;;;;;-2600.0047;-19999998.81;;;;
;;;-2500.004666;3999999.911;;;;;-2500.004666;-19999998.81;;;;
;;;-2400.004632;3999999.911;;;;;-2400.004632;-19999998.81;;;;
;;;-2300.00478;3999999.911;;;;;-2300.00478;-19999998.81;;;;
;;;-2200.004747;3999999.911;;;;;-2200.004747;-19999998.81;;;;
;;;-2100.004713;3999999.911;;;;;-2100.004713;-21999999.88;;;;
;;;-200.000468;3999999.911;;;;;-200.000468;-19999998.81;;;;
;;;-190.000464;3999999.911;;;;;-190.000464;-19999998.81;;;;
;;;-180.000461;79999998.21;;;;;-180.000461;-21999999.88;;;;
;;;-170.000476;3999999.911;;;;;-170.000476;-19999998.81;;;;
;;;-160.000473;79999998.21;;;;;-160.000473;-21999999.88;;;;
;;;-150.000469;79999998.21;;;;;-150.000469;-19999998.81;;;;
;;;-140.000466;79999998.21;;;;;-140.000466;-19999998.81;;;;
;;;-130.000471;1199999.973;;;;;-130.000471;-19999998.81;;;;
;;;-120.000468;79999998.21;;;;;-120.000468;-21999999.88;;;;
;;;-110.000474;1199999.973;;;;;-110.000474;-19999998.81;;;;
;;;-100.00047;1199999.973;;;;;-100.00047;-19999998.81;;;;
;;;-9000.046703;1199999.973;;;;;-9000.046703;-19999998.81;;;;
;;;-8000.047274;1199999.973;;;;;-8000.047274;-19999998.81;;;;
;;;-700.004693;1199999.973;;;;;-700.004693;-19999998.81;;;;
;;;-600.004705;1199999.973;;;;;-600.004705;-19999998.81;;;;
;;;-500.004717;1199999.973;;;;;-500.004717;-19999998.81;;;;
;;;-400.004683;1199999.973;;;;;-400.004683;-19999998.81;;;;
;;;-300.004695;15999999.64;;;;;-300.004695;-19999998.81;;;;
;;;-20.000471;1199999.973;;;;;-20.000471;-19999998.81;;;;
;;;-10.000471;15999999.64;;;;;-10.000471;-19999998.81;;;;
;;;-0.004706635;15999999.64;;;;;-0.004706635;-19999998.81;;;;
;;;999.9529311;15999999.64;;;;;999.9529311;-19999998.81;;;;
;;;19.999529;15999999.64;;;;;19.999529;-19999998.81;;;;
;;;299.995281;19999998.81;;;;;299.995281;-19999998.81;;;;
;;;399.995315;15999999.64;;;;;399.995315;-17999999.23;;;;
;;;499.995303;19999998.81;;;;;499.995303;-17999999.23;;;;
;;;599.995292;15999999.64;;;;;599.995292;-19999998.81;;;;
;;;699.99528;19999998.81;;;;;699.99528;-21999999.88;;;;
;;;7999.952686;23999999.46;;;;;7999.952686;-17999999.23;;;;
;;;8999.953025;19999998.81;;;;;8999.953025;-19999998.81;;;;
;;;9999.952454;19999998.81;;;;;9999.952454;-19999998.81;;;;
;;;109.999528;23999999.46;;;;;109.999528;-19999998.81;;;;
;;;119.999531;19999998.81;;;;;119.999531;-19999998.81;;;;
;;;129.999526;23999999.46;;;;;129.999526;-19999998.81;;;;
;;;139.999529;23999999.46;;;;;139.999529;-19999998.81;;;;
;;;149.999532;28000000.12;;;;;149.999532;-17999999.23;;;;
;;;159.999527;23999999.46;;;;;159.999527;-17999999.23;;;;
;;;169.99953;28000000.12;;;;;169.99953;-19999998.81;;;;
;;;179.999533;28000000.12;;;;;179.999533;-17999999.23;;;;
;;;189.999537;28000000.12;;;;;189.999537;-19999998.81;;;;
;;;199.999522;28000000.12;;;;;199.999522;-19999998.81;;;;
;;;2099.995254;31999999.29;;;;;2099.995254;-17999999.23;;;;
;;;2199.995288;31999999.29;;;;;2199.995288;-17999999.23;;;;
;;;2299.995322;28000000.12;;;;;2299.995322;-17999999.23;;;;
;;;2399.995356;31999999.29;;;;;2399.995356;-17999999.23;;;;
;;;2499.995207;31999999.29;;;;;2499.995207;-17999999.23;;;;
;;;2599.995241;31999999.29;;;;;2599.995241;-17999999.23;;;;
;;;2699.995275;31999999.29;;;;;2699.995275;-17999999.23;;;;
;;;2799.995309;35999998.45;;;;;2799.995309;-17999999.23;;;;
;;;2899.995343;35999998.45;;;;;2899.995343;-15999999.64;;;;
;;;2999.995195;35999998.45;;;;;2999.995195;-17999999.23;;;;
;;;3099.995229;35999998.45;;;;;3099.995229;-17999999.23;;;;
;;;3199.995263;35999998.45;;;;;3199.995263;-19999998.81;;;;
;;;3299.995296;35999998.45;;;;;3299.995296;-17999999.23;;;;
;;;3399.99533;35999998.45;;;;;3399.99533;-17999999.23;;;;
;;;3499.995364;39999997.62;;;;;3499.995364;-17999999.23;;;;
;;;3599.995398;39999997.62;;;;;3599.995398;-15999999.64;;;;
;;;3699.995432;39999997.62;;;;;3699.995432;-17999999.23;;;;
;;;3799.995466;439999997.6;;;;;3799.995466;-17999999.23;;;;
;;;3899.995136;39999997.62;;;;;3899.995136;-17999999.23;;;;
;;;3999.99517;439999997.6;;;;;3999.99517;-17999999.23;;;;
;;;4099.995203;39999997.62;;;;;4099.995203;-17999999.23;;;;
;;;4199.995237;39999997.62;;;;;4199.995237;-17999999.23;;;;
;;;4299.995271;439999997.6;;;;;4299.995271;-17999999.23;;;;
;;;4399.995305;439999997.6;;;;;4399.995305;-17999999.23;;;;
;;;4499.995339;439999997.6;;;;;4499.995339;-17999999.23;;;;
;;;4599.995373;439999997.6;;;;;4599.995373;-15999999.64;;;;
;;;4699.995407;439999997.6;;;;;4699.995407;-1400000.006;;;;
;;;4799.99544;479999989.3;;;;;4799.99544;-15999999.64;;;;
;;;4899.99511;479999989.3;;;;;4899.99511;-15999999.64;;;;
;;;4999.995144;479999989.3;;;;;4999.995144;-15999999.64;;;;
;;;5099.995178;479999989.3;;;;;5099.995178;-15999999.64;;;;
;;;5199.995212;479999989.3;;;;;5199.995212;-15999999.64;;;;
;;;5299.995246;479999989.3;;;;;5299.995246;-1400000.006;;;;
;;;5399.99528;479999989.3;;;;;5399.99528;-15999999.64;;;;
;;;54999.95314;519999980.9;;;;;54999.95314;-15999999.64;;;;
;;;55999.95347;479999989.3;;;;;55999.95347;-15999999.64;;;;
;;;56999.95381;479999989.3;;;;;56999.95381;-15999999.64;;;;
;;;57999.95415;519999980.9;;;;;57999.95415;-15999999.64;;;;
;;;58999.95449;479999989.3;;;;;58999.95449;-1400000.006;;;;
;;;59999.95119;560000002.4;;;;;59999.95119;-15999999.64;;;;
;;;60999.95153;519999980.9;;;;;60999.95153;-1400000.006;;;;
;;;61999.95551;519999980.9;;;;;61999.95551;-15999999.64;;;;
;;;62999.95584;560000002.4;;;;;62999.95584;-15999999.64;;;;
;;;63999.95618;560000002.4;;;;;63999.95618;-1400000.006;;;;
;;;64999.94925;560000002.4;;;;;64999.94925;-15999999.64;;;;
;;;65999.94958;560000002.4;;;;;65999.94958;-1400000.006;;;;
;;;66999.94992;560000002.4;;;;;66999.94992;-1400000.006;;;;
;;;67999.95026;560000002.4;;;;;67999.95026;-1400000.006;;;;
;;;68999.9506;560000002.4;;;;;68999.9506;-1400000.006;;;;
;;;69999.95094;519999980.9;;;;;69999.95094;-1400000.006;;;;
;;;70999.95128;560000002.4;;;;;70999.95128;-1400000.006;;;;
;;;71999.95162;560000002.4;;;;;71999.95162;-1400000.006;;;;
;;;72999.95195;599999964.2;;;;;72999.95195;-1400000.006;;;;
;;;73999.95229;599999964.2;;;;;73999.95229;-1400000.006;;;;
;;;74999.95263;599999964.2;;;;;74999.95263;-1400000.006;;;;
;;;75999.95297;599999964.2;;;;;75999.95297;-1400000.006;;;;
;;;76999.95331;599999964.2;;;;;76999.95331;-1199999.973;;;;
;;;77999.95365;599999964.2;;;;;77999.95365;-1400000.006;;;;
;;;78999.95399;599999964.2;;;;;78999.95399;-1400000.006;;;;
;;;79999.95432;599999964.2;;;;;79999.95432;-1400000.006;;;;
;;;80999.95466;639999985.7;;;;;80999.95466;-1400000.006;;;;
;;;81999.955;639999985.7;;;;;81999.955;-1400000.006;;;;
;;;82999.95534;599999964.2;;;;;82999.95534;-1400000.006;;;;
;;;83999.95568;639999985.7;;;;;83999.95568;-1400000.006;;;;
;;;84999.95602;639999985.7;;;;;84999.95602;-1199999.973;;;;
;;;85999.95635;639999985.7;;;;;85999.95635;-1199999.973;;;;
;;;86999.94942;639999985.7;;;;;86999.94942;-1199999.973;;;;
;;;87999.94976;639999985.7;;;;;87999.94976;-1199999.973;;;;
;;;88999.95009;639999985.7;;;;;88999.95009;-1199999.973;;;;
;;;89999.95043;639999985.7;;;;;89999.95043;-1199999.973;;;;
;;;90999.95077;680000007.2;;;;;90999.95077;-1199999.973;;;;
;;;91999.95111;680000007.2;;;;;91999.95111;-1199999.973;;;;
;;;92999.95145;639999985.7;;;;;92999.95145;-1199999.973;;;;
;;;93999.95179;680000007.2;;;;;93999.95179;-1400000.006;;;;
;;;94999.95213;680000007.2;;;;;94999.95213;-1199999.973;;;;
;;;95999.95246;680000007.2;;;;;95999.95246;-1400000.006;;;;
;;;96999.9528;719999969;;;;;96999.9528;-99999994.04;;;;
;;;97999.95314;719999969;;;;;97999.95314;-1199999.973;;;;
;;;98999.95348;719999969;;;;;98999.95348;-99999994.04;;;;
;;;99999.95382;719999969;;;;;99999.95382;-1400000.006;;;;
;;;1009.999542;759999990.5;;;;;1009.999542;-1199999.973;;;;
;;;1019.999545;719999969;;;;;1019.999545;-79999998.21;;;;
;;;1029.999548;719999969;;;;;1029.999548;-1199999.973;;;;
;;;1039.999552;759999990.5;;;;;1039.999552;-99999994.04;;;;
;;;1049.999555;719999969;;;;;1049.999555;-1199999.973;;;;
;;;1059.999558;719999969;;;;;1059.999558;-1199999.973;;;;
;;;1069.999562;719999969;;;;;1069.999562;-79999998.21;;;;
;;;1079.999493;759999990.5;;;;;1079.999493;-99999994.04;;;;
;;;1089.999496;759999990.5;;;;;1089.999496;-79999998.21;;;;
;;;1099.999499;759999990.5;;;;;1099.999499;-99999994.04;;;;
;;;1109.999503;759999990.5;;;;;1109.999503;-1199999.973;;;;
;;;1119.999506;759999990.5;;;;;1119.999506;-99999994.04;;;;
;;;1129.999509;759999990.5;;;;;1129.999509;-99999994.04;;;;
;;;1139.999513;759999990.5;;;;;1139.999513;-79999998.21;;;;
;;;1149.999516;759999990.5;;;;;1149.999516;-99999994.04;;;;
;;;1159.99952;799999952.3;;;;;1159.99952;-79999998.21;;;;
;;;1169.999523;799999952.3;;;;;1169.999523;-79999998.21;;;;
;;;1179.999526;799999952.3;;;;;1179.999526;-99999994.04;;;;
;;;1189.99953;799999952.3;;;;;1189.99953;-99999994.04;;;;
;;;1199.999533;839999973.8;;;;;1199.999533;-79999998.21;;;;
;;;1209.999537;839999973.8;;;;;1209.999537;-79999998.21;;;;
;;;1219.99954;839999973.8;;;;;1219.99954;-79999998.21;;;;
;;;1229.999471;839999973.8;;;;;1229.999471;-79999998.21;;;;
;;;1239.999547;799999952.3;;;;;1239.999547;-79999998.21;;;;
;;;1249.999477;839999973.8;;;;;1249.999477;-59999998.66;;;;
;;;1259.999553;839999973.8;;;;;1259.999553;-79999998.21;;;;
;;;1269.999484;839999973.8;;;;;1269.999484;-79999998.21;;;;
;;;1279.99956;799999952.3;;;;;1279.99956;-79999998.21;;;;
;;;1289.999491;839999973.8;;;;;1289.999491;-79999998.21;;;;
;;;1299.999567;839999973.8;;;;;1299.999567;-79999998.21;;;;
;;;1309.999498;839999973.8;;;;;1309.999498;-79999998.21;;;;
;;;1319.999574;839999973.8;;;;;1319.999574;-79999998.21;;;;
;;;1329.999504;839999973.8;;;;;1329.999504;-79999998.21;;;;
;;;1339.999581;839999973.8;;;;;1339.999581;-79999998.21;;;;
;;;1349.999511;839999973.8;;;;;1349.999511;-79999998.21;;;;
;;;1359.999587;839999973.8;;;;;1359.999587;-79999998.21;;;;
;;;1369.999518;839999973.8;;;;;1369.999518;-59999998.66;;;;
;;;1379.999594;839999973.8;;;;;1379.999594;-79999998.21;;;;
;;;1389.999525;839999973.8;;;;;1389.999525;-59999998.66;;;;
;;;1399.999455;879999995.2;;;;;1399.999455;-79999998.21;;;;
;;;1409.999531;839999973.8;;;;;1409.999531;-79999998.21;;;;
;;;1419.999462;879999995.2;;;;;1419.999462;-59999998.66;;;;
;;;1429.999538;879999995.2;;;;;1429.999538;-59999998.66;;;;
;;;1439.999469;879999995.2;;;;;1439.999469;-59999998.66;;;;
;;;1449.999545;879999995.2;;;;;1449.999545;-59999998.66;;;;
;;;1459.999476;879999995.2;;;;;1459.999476;-59999998.66;;;;
;;;1469.999552;879999995.2;;;;;1469.999552;-59999998.66;;;;
;;;1479.999482;879999995.2;;;;;1479.999482;-59999998.66;;;;
;;;14899.99559;919999957.1;;;;;14899.99559;-59999998.66;;;;
;;;14999.99489;919999957.1;;;;;14999.99489;-59999998.66;;;;
;;;15099.99565;919999957.1;;;;;15099.99565;-3999999.911;;;;
;;;15199.99496;879999995.2;;;;;15199.99496;-59999998.66;;;;
;;;15299.99572;919999957.1;;;;;15299.99572;-3999999.911;;;;
;;;15399.99503;919999957.1;;;;;15399.99503;-3999999.911;;;;
;;;15499.99579;879999995.2;;;;;15499.99579;-59999998.66;;;;
;;;15599.9951;919999957.1;;;;;15599.9951;-3999999.911;;;;
;;;15699.99586;919999957.1;;;;;15699.99586;-3999999.911;;;;
;;;15799.99516;919999957.1;;;;;15799.99516;-3999999.911;;;;
;;;15899.99592;919999957.1;;;;;15899.99592;-3999999.911;;;;
;;;15999.99523;919999957.1;;;;;15999.99523;-199999.996;;;;
;;;16099.99454;919999957.1;;;;;16099.99454;-3999999.911;;;;
;;;16199.9953;919999957.1;;;;;16199.9953;-199999.996;;;;
;;;16299.9946;879999995.2;;;;;16299.9946;-199999.996;;;;
;;;16399.99537;959999978.5;;;;;16399.99537;-199999.996;;;;
;;;16499.99467;919999957.1;;;;;16499.99467;-199999.996;;;;
;;;16599.99543;919999957.1;;;;;16599.99543;-3999999.911;;;;
;;;16699.99474;919999957.1;;;;;16699.99474;-199999.996;;;;
;;;16799.9955;919999957.1;;;;;16799.9955;-199999.996;;;;
;;;16899.99481;919999957.1;;;;;16899.99481;-3999999.911;;;;
;;;16999.99557;919999957.1;;;;;16999.99557;-199999.996;;;;
;;;17099.99488;959999978.5;;;;;17099.99488;-199999.996;;;;
;;;17199.99564;959999978.5;;;;;17199.99564;-199999.996;;;;
;;;17299.99494;959999978.5;;;;;17299.99494;-199999.996;;;;
;;;17399.9957;919999957.1;;;;;17399.9957;0;;;;
;;;17499.99501;959999978.5;;;;;17499.99501;-3999999.911;;;;
;;;17599.99577;959999978.5;;;;;17599.99577;-199999.996;;;;
;;;17699.99508;919999957.1;;;;;17699.99508;-199999.996;;;;
;;;17799.99584;919999957.1;;;;;17799.99584;-199999.996;;;;
;;;17899.99515;959999978.5;;;;;17899.99515;-199999.996;;;;
;;;17999.99591;959999978.5;;;;;17999.99591;0;;;;
;;;18099.99521;959999978.5;;;;;18099.99521;-199999.996;;;;
;;;18199.99598;959999978.5;;;;;18199.99598;-199999.996;;;;
;;;18299.99528;959999978.5;;;;;18299.99528;-199999.996;;;;
;;;18399.99459;959999978.5;;;;;18399.99459;0;;;;
;;;18499.99535;959999978.5;;;;;18499.99535;0;;;;
;;;18599.99466;959999978.5;;;;;18599.99466;0;;;;
;;;18699.99542;959999978.5;;;;;18699.99542;0;;;;
;;;18799.99472;959999978.5;;;;;18799.99472;-199999.996;;;;
;;;18899.99548;959999978.5;;;;;18899.99548;199999.996;;;;
;;;18999.99479;959999978.5;;;;;18999.99479;0;;;;
;;;19099.99555;959999978.5;;;;;19099.99555;-199999.996;;;;
;;;19199.99486;959999978.5;;;;;19199.99486;0;;;;
;;;19299.99562;1000000;;;;;19299.99562;199999.996;;;;
;;;19399.99493;1000000;;;;;19399.99493;0;;;;
;;;19499.99569;959999978.5;;;;;19499.99569;199999.996;;;;
;;;19599.99499;959999978.5;;;;;19599.99499;199999.996;;;;
;;;19699.99576;1000000;;;;;19699.99576;199999.996;;;;
;;;19799.99506;959999978.5;;;;;19799.99506;199999.996;;;;
;;;19899.99582;1000000;;;;;19899.99582;199999.996;;;;
;;;19999.99513;1000000;;;;;19999.99513;0;;;;
;;;20099.99589;1000000;;;;;20099.99589;0;;;;
;;;20199.9952;959999978.5;;;;;20199.9952;199999.996;;;;
;;;20299.99596;1000000;;;;;20299.99596;199999.996;;;;
;;;20399.99527;1000000;;;;;20399.99527;199999.996;;;;
;;;20499.99457;959999978.5;;;;;20499.99457;199999.996;;;;
;;;20599.99533;959999978.5;;;;;20599.99533;3999999.911;;;;
;;;20699.99464;1000000;;;;;20699.99464;3999999.911;;;;
;;;20799.9954;1000000;;;;;20799.9954;199999.996;;;;
;;;20899.99471;959999978.5;;;;;20899.99471;199999.996;;;;
;;;20999.99547;1000000;;;;;20999.99547;3999999.911;;;;
;;;21099.99477;1000000;;;;;21099.99477;199999.996;;;;
;;;21199.99554;959999978.5;;;;;21199.99554;199999.996;;;;
;;;21299.99484;1000000;;;;;21299.99484;3999999.911;;;;
;;;21399.9956;10400000;;;;;21399.9956;3999999.911;;;;
;;;21499.99491;1000000;;;;;21499.99491;3999999.911;;;;
;;;21599.99567;10400000;;;;;21599.99567;3999999.911;;;;
;;;21699.99498;1000000;;;;;21699.99498;3999999.911;;;;
;;;21799.99574;10400000;;;;;21799.99574;3999999.911;;;;
;;;21899.99505;959999978.5;;;;;21899.99505;3999999.911;;;;
;;;21999.99581;1000000;;;;;21999.99581;3999999.911;;;;
;;;22099.99511;1000000;;;;;22099.99511;3999999.911;;;;
;;;22199.99587;1000000;;;;;22199.99587;3999999.911;;;;
;;;22299.99518;1000000;;;;;22299.99518;3999999.911;;;;
;;;22399.99594;1000000;;;;;22399.99594;3999999.911;;;;
;;;22499.99525;1000000;;;;;22499.99525;59999998.66;;;;
;;;22599.99455;1000000;;;;;22599.99455;3999999.911;;;;
;;;22699.99532;1000000;;;;;22699.99532;3999999.911;;;;
;;;22799.99462;1000000;;;;;22799.99462;59999998.66;;;;
;;;22899.99538;1000000;;;;;22899.99538;59999998.66;;;;
;;;22999.99469;1000000;;;;;22999.99469;3999999.911;;;;
;;;23099.99545;1000000;;;;;23099.99545;59999998.66;;;;
